Route stop,Business,Address,Latitude,Longitude,Straight-line miles from San Carlos,OSRM road miles from San Carlos,OSRM drive minutes from San Carlos,Within 90 minute drive,OSRM query,Audit status
292,Marcela's Taqueria,"595 Geary Street, San Francisco, CA, 94102",37.7866661,-122.4129649,21.0,25.1,34.8,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4129649,37.7866661?overview=false&steps=false&alternatives=false",OK
293,Crystal Spa,"577 Geary Street, San Francisco, CA",37.7866814,-122.4127614,21.0,25.1,34.8,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4127614,37.7866814?overview=false&steps=false&alternatives=false",OK
294,Sugarcoat Salon,"619 Post Street, San Francisco",37.7877235,-122.4120922,21.1,25.1,35.2,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4120922,37.7877235?overview=false&steps=false&alternatives=false",OK
295,Ton Ton Japanese Ramen House,"422 Geary Street, San Francisco, CA",37.7872128,-122.4103506,21.0,25.3,34.8,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4103506,37.7872128?overview=false&steps=false&alternatives=false",OK
296,Nave Cafe,"242 Powell Street, 94102",37.7869641,-122.4079891,20.9,25.4,35.0,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4079891,37.7869641?overview=false&steps=false&alternatives=false",OK
297,Noori Stitch,"Powell Street, San Francisco, California, 94108 (reverse-geocoded approximate)",37.7887957,-122.4086863,21.1,25.3,34.7,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4086863,37.7887957?overview=false&steps=false&alternatives=false",OK
298,Maru Sushi,"529 Powell Street, San Francisco, CA, 94108",37.7896241,-122.408938,21.1,25.6,35.8,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.408938,37.7896241?overview=false&steps=false&alternatives=false",OK
299,Beanstalk Cafe,"724 Bush Street, 94108",37.7902062,-122.4093108,21.2,25.3,35.6,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4093108,37.7902062?overview=false&steps=false&alternatives=false",OK
300,Fresh Brew Coffee,882 Bush Street,37.7898887,-122.4118038,21.2,25.2,35.2,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4118038,37.7898887?overview=false&steps=false&alternatives=false",OK
301,Tina's Salon,"931 Bush Street, San Francisco, CA",37.7895679,-122.4126161,21.2,24.9,35.7,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4126161,37.7895679?overview=false&steps=false&alternatives=false",OK
302,Metropolitan,1018 Bush Street,37.7895978,-122.4141717,21.2,24.8,35.5,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4141717,37.7895978?overview=false&steps=false&alternatives=false",OK
303,Morning Fix Cafe,"1008 Bush Street, San Francisco, CA",37.7896132,-122.4140215,21.2,24.8,35.5,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4140215,37.7896132?overview=false&steps=false&alternatives=false",OK
304,Cafe Bean,800 Sutter Street,37.7886956,-122.4137168,21.2,24.9,35.7,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4137168,37.7886956?overview=false&steps=false&alternatives=false",OK
305,Cup of Joy,896 Sutter Street,37.7885138,-122.4150968,21.2,24.7,35.1,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4150968,37.7885138?overview=false&steps=false&alternatives=false",OK
306,The Floral Designer,963 Hyde Street,37.7898539,-122.4173166,21.3,24.9,36.1,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4173166,37.7898539?overview=false&steps=false&alternatives=false",OK
307,Hair on Hyde,1402 California Street,37.7911016,-122.4176802,21.4,25.0,36.1,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4176802,37.7911016?overview=false&steps=false&alternatives=false",OK
308,Costa Del Sol Tanning,"1426 California Street, San Francisco, CA",37.7910669,-122.4178856,21.4,24.9,36.1,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4178856,37.7910669?overview=false&steps=false&alternatives=false",OK
309,Lady Goldfingers,1432 California Street,37.7910682,-122.4179672,21.4,24.9,36.1,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4179672,37.7910682?overview=false&steps=false&alternatives=false",OK
310,Hair Future,1434 California Street,37.7910518,-122.418044,21.4,24.9,36.0,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.418044,37.7910518?overview=false&steps=false&alternatives=false",OK
311,CC Nail Spa,"1472 California Street, San Francisco, CA",37.790977,-122.4185746,21.4,24.9,36.0,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4185746,37.790977?overview=false&steps=false&alternatives=false",OK
312,Zee Continental Jewelry,1546 Polk Street,37.7913128,-122.4207079,21.5,25.0,36.4,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4207079,37.7913128?overview=false&steps=false&alternatives=false",OK
313,Lan's Formal Wear,"1538;1540;1542;1544 Polk Street, San Francisco, California, 94109 (reverse-geocoded approximate)",37.7912358,-122.4207109,21.5,25.0,36.4,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4207109,37.7912358?overview=false&steps=false&alternatives=false",OK
314,Cordon Bleu,"1574 California Street, San Francisco, CA, 94109",37.7907893,-122.4202355,21.5,24.9,36.1,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4202355,37.7907893?overview=false&steps=false&alternatives=false",OK
315,Victor's Pizzeria & Restaurant,"1411 Polk Street, San Francisco, CA",37.7898626,-122.4206981,21.4,24.9,36.2,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4206981,37.7898626?overview=false&steps=false&alternatives=false",OK
316,Aicha,"1303 Polk Street, San Francisco, CA",37.7888701,-122.4204876,21.3,25.2,36.0,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4204876,37.7888701?overview=false&steps=false&alternatives=false",OK
317,Sammy's Cafe,"1416 Bush Street, San Francisco, CA",37.7887695,-122.4206788,21.3,25.2,35.8,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4206788,37.7887695?overview=false&steps=false&alternatives=false",OK
318,La Fina Estampa,"1407 Bush Street, San Francisco, CA, 94109",37.7885206,-122.4207091,21.3,25.2,35.8,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4207091,37.7885206?overview=false&steps=false&alternatives=false",OK
319,Route 101,"1332 Van Ness Avenue, San Francisco, CA, 94109",37.7881229,-122.421632,21.3,25.1,35.5,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.421632,37.7881229?overview=false&steps=false&alternatives=false",OK
320,Wayo,"1407 Van Ness Avenue, San Francisco, CA",37.7886746,-122.4222178,21.4,25.4,36.5,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4222178,37.7886746?overview=false&steps=false&alternatives=false",OK
321,9 Nail Spa,"Franklin Street, San Francisco, California, 94164 (reverse-geocoded approximate)",37.7885864,-122.4235375,21.4,25.3,35.8,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4235375,37.7885864?overview=false&steps=false&alternatives=false",OK
322,San Francisco Animal Medical Center,2343 Fillmore Street,37.7912957,-122.4346366,21.8,25.9,36.8,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4346366,37.7912957?overview=false&steps=false&alternatives=false",OK
323,Elite Fine Jewelry,2480 Sacramento Street,37.7899767,-122.4336448,21.7,25.8,36.3,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4336448,37.7899767?overview=false&steps=false&alternatives=false",OK
324,Trio Nails,1832 Buchanan Street,37.7869749,-122.4299475,21.4,25.6,35.6,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4299475,37.7869749?overview=false&steps=false&alternatives=false",OK
325,Osakaya,"Geary Boulevard, San Francisco, California, 95115 (reverse-geocoded approximate)",37.7851799,-122.4304721,21.3,25.4,35.2,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4304721,37.7851799?overview=false&steps=false&alternatives=false",OK
326,Asian American Medical Center,"1630 Geary Boulevard, CA",37.7848832,-122.4304169,21.3,25.3,36.0,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4304169,37.7848832?overview=false&steps=false&alternatives=false",OK
327,Club Waziema,"543 Divisadero Street, San Francisco, 94117",37.7746278,-122.4379002,20.9,25.2,35.3,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4379002,37.7746278?overview=false&steps=false&alternatives=false",OK
328,Katsuo+Kombu,559 Divisadero Street,37.7748079,-122.4379429,20.9,25.2,35.3,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4379429,37.7748079?overview=false&steps=false&alternatives=false",OK
329,NewBills Barbershop & Salon,781 Divisadero Street,37.7765771,-122.4382957,21.0,25.3,35.7,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4382957,37.7765771?overview=false&steps=false&alternatives=false",OK
330,Sung's Automotive,999 Divisadero Street,37.7783886,-122.4388076,21.1,25.6,36.2,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4388076,37.7783886?overview=false&steps=false&alternatives=false",OK
331,Geomantic Salon,1221 Divisadero Street,37.7809382,-122.4391646,21.3,25.7,36.7,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4391646,37.7809382?overview=false&steps=false&alternatives=false",OK
332,Sohn & Song Accountancy Corp.,3001 Geary Boulevard,37.7817741,-122.451349,21.7,26.5,38.7,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.451349,37.7817741?overview=false&steps=false&alternatives=false",OK
333,"Yan Kalika D.M.D., M.S.",3412 Geary Boulevard,37.7817076,-122.4559265,21.8,26.7,39.0,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4559265,37.7817076?overview=false&steps=false&alternatives=false",OK
334,D & A Cafe,407 Clement Street,37.7828745,-122.4636255,22.1,27.5,40.4,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4636255,37.7828745?overview=false&steps=false&alternatives=false",OK
335,Hair Touch,341 Balboa Street,37.7771825,-122.4625294,21.7,26.8,39.6,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4625294,37.7771825?overview=false&steps=false&alternatives=false",OK
336,O'Keeffe's,"598 5th Avenue, San Francisco, CA, 94118",37.7773986,-122.462826,21.7,26.9,39.8,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.462826,37.7773986?overview=false&steps=false&alternatives=false",OK
337,Muguboka,"401 Balboa Street, San Francisco, 94118",37.7771535,-122.4630916,21.7,26.9,39.9,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4630916,37.7771535?overview=false&steps=false&alternatives=false",OK
338,Luxury Spa,405 Balboa Street,37.7771467,-122.4633355,21.7,26.9,39.8,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4633355,37.7771467?overview=false&steps=false&alternatives=false",OK
339,Xiao Yu's Kitchen,560 Balboa Street,37.777325,-122.4648238,21.8,27.0,40.1,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4648238,37.777325?overview=false&steps=false&alternatives=false",OK
340,The Richmond,"615 Balboa Street, San Francisco, CA, 94118",37.7770459,-122.4654532,21.8,27.0,40.2,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4654532,37.7770459?overview=false&steps=false&alternatives=false",OK
341,Celandine Day Spa,404 8th Avenue,37.7806145,-122.4662841,22.0,27.3,41.2,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4662841,37.7806145?overview=false&steps=false&alternatives=false",OK
342,Muu Kara Thai Charcoal BBQ,"4217 Geary Boulevard, San Francisco, CA, 94118",37.780819,-122.4646606,22.0,27.3,41.3,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4646606,37.780819?overview=false&steps=false&alternatives=false",OK
343,"Donald S. Lim, D.D.S",4215 Geary Boulevard,37.7808186,-122.4646139,22.0,27.3,41.3,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4646139,37.7808186?overview=false&steps=false&alternatives=false",OK
344,LH Restaurant,"4142 Geary Boulevard, San Francisco, CA, 94118",37.7812231,-122.4639473,22.0,27.1,40.5,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4639473,37.7812231?overview=false&steps=false&alternatives=false",OK
345,Chocococo,455 Clement Street,37.7828341,-122.4642568,22.1,27.6,40.6,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4642568,37.7828341?overview=false&steps=false&alternatives=false",OK
346,Wing Lee B.B.Q. Restaurant,501 Clement Street,37.7828079,-122.4645682,22.1,27.6,40.5,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4645682,37.7828079?overview=false&steps=false&alternatives=false",OK
347,Wing Lee Bakery,503 Clement Street,37.782818,-122.4646328,22.1,27.6,40.6,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4646328,37.782818?overview=false&steps=false&alternatives=false",OK
348,Golden Phoenix Hair Salon,514 Clement Street,37.7830425,-122.4648197,22.1,27.6,40.6,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4648197,37.7830425?overview=false&steps=false&alternatives=false",OK
349,Fame Hair Design,616 Clement Street,37.7830023,-122.4658784,22.1,27.6,40.7,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4658784,37.7830023?overview=false&steps=false&alternatives=false",OK
350,Red A Bakery,634 Clement Street,37.7830014,-122.4661387,22.1,27.7,40.7,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4661387,37.7830014?overview=false&steps=false&alternatives=false",OK
351,Xiao Long Bao Restaurant,625 Clement Street,37.7827621,-122.4660081,22.1,27.7,40.7,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4660081,37.7827621?overview=false&steps=false&alternatives=false",OK
352,Clement BBQ,617 Clement Street,37.7827568,-122.4658505,22.1,27.6,40.7,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4658505,37.7827568?overview=false&steps=false&alternatives=false",OK
353,Moku Yakitori,"312 8th Avenue, San Francisco, CA, 94118",37.7825419,-122.4664152,22.1,27.7,40.8,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4664152,37.7825419?overview=false&steps=false&alternatives=false",OK
354,SF Smiles Dental,319 8th Avenue,37.7824329,-122.4666822,22.1,27.7,40.8,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4666822,37.7824329?overview=false&steps=false&alternatives=false",OK
355,May's Hair Design,"746 Clement Street, San Francisco, CA, 94118",37.782948,-122.4673999,22.2,27.7,40.9,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4673999,37.782948?overview=false&steps=false&alternatives=false",OK
356,Sewa,"815 Clement Street, San Francisco, CA, 94118",37.7826656,-122.4679876,22.2,27.8,40.9,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4679876,37.7826656?overview=false&steps=false&alternatives=false",OK
357,Chongqing Hot Pot,832 Clement Street,37.7829015,-122.4682503,22.2,27.8,40.9,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4682503,37.7829015?overview=false&steps=false&alternatives=false",OK
358,Lime Tree,"836 Clement Street, CA, 94118",37.7829158,-122.4682954,22.2,27.8,40.9,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4682954,37.7829158?overview=false&steps=false&alternatives=false",OK
359,Beam Properties,1124 12th Avenue,37.7827632,-122.4713517,22.3,27.9,41.3,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4713517,37.7827632?overview=false&steps=false&alternatives=false",OK
360,Korean Village Wooden Charcoal,4611 Geary Boulevard,37.7806379,-122.4688401,22.1,26.7,41.6,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4688401,37.7806379?overview=false&steps=false&alternatives=false",OK
361,Express Pupuseria,4715 Geary Boulevard,37.7805883,-122.4699033,22.1,26.6,41.4,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4699033,37.7805883?overview=false&steps=false&alternatives=false",OK
362,"Randolph Yip, DDS","4800;4804 Geary Boulevard, San Francisco, California, 94118 (reverse-geocoded approximate)",37.7809011,-122.4708487,22.1,26.6,41.5,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4708487,37.7809011?overview=false&steps=false&alternatives=false",OK
363,Sagarmatha Kitchen,4828 Geary Boulevard,37.7808821,-122.4712667,22.1,26.6,41.6,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4712667,37.7808821?overview=false&steps=false&alternatives=false",OK
364,amphawa,5020 Geary Boulevard,37.7808021,-122.4733161,22.2,28.2,41.7,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4733161,37.7808021?overview=false&steps=false&alternatives=false",OK
365,Sweet Mango,5217 Geary Boulevard,37.7803257,-122.4755654,22.2,26.8,42.2,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4755654,37.7803257?overview=false&steps=false&alternatives=false",OK
366,Buffalo Burgers,"5317 Geary Boulevard, San Francisco, CA, 94121",37.7802666,-122.4766185,22.3,26.7,42.0,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4766185,37.7802666?overview=false&steps=false&alternatives=false",OK
367,Fairy Lake Aquarium,1609 Clement Street,37.7822838,-122.4765509,22.4,28.2,41.9,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4765509,37.7822838?overview=false&steps=false&alternatives=false",OK
368,Balboa Bubbles,2001 Balboa Street,37.7763728,-122.4803086,22.1,26.3,40.5,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4803086,37.7763728?overview=false&steps=false&alternatives=false",OK
369,George Jee Insurance Services,6125 Geary Boulevard,37.7798921,-122.485121,22.5,26.4,41.1,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.485121,37.7798921?overview=false&steps=false&alternatives=false",OK
370,Mai's Beauty Salon,5547 Geary Boulevard,37.7801806,-122.4791486,22.3,26.6,41.5,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4791486,37.7801806?overview=false&steps=false&alternatives=false",OK
371,Aquatica Nails,5707 Geary Boulevard,37.7801049,-122.4806914,22.4,26.5,41.2,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.4806914,37.7801049?overview=false&steps=false&alternatives=false",OK
