Route stop,Business,Profile image URL,Profile image source,HTTP status,Final URL,Content type,Fetched bytes,Fetch milliseconds,Error
812,Sen Dai Sushi,https://s3-media0.fl.yelpcdn.com/bphoto/qdUUBODxv-GkPRy7bJ0n9A/258s.jpg,https://www.yelp.com/biz/sen-dai-sushi-milpitas,200,https://s3-media0.fl.yelpcdn.com/bphoto/qdUUBODxv-GkPRy7bJ0n9A/258s.jpg,image/jpeg,0,61,
813,Taste Good Beijing Duck,https://s3-media0.fl.yelpcdn.com/bphoto/A9V584eLmIoNiisQvXneCA/348s.jpg,https://www.yelp.com/biz/taste-good-beijing-milpitas,200,https://s3-media0.fl.yelpcdn.com/bphoto/A9V584eLmIoNiisQvXneCA/348s.jpg,image/jpeg,0,67,
816,Serra Barber Shop,https://s3-media0.fl.yelpcdn.com/bphoto/RqlNDjCXvsAN3praycNjfg/o.jpg,https://www.yelp.com/biz/serra-barber-shop-milpitas,200,https://s3-media0.fl.yelpcdn.com/bphoto/RqlNDjCXvsAN3praycNjfg/o.jpg,image/jpeg,0,67,
819,Angel Nails Spa,https://s3-media0.fl.yelpcdn.com/bphoto/oAWQOicc58xpKvzYVNtymA/o.jpg,https://www.yelp.com/biz/angel-nails-spa-milpitas-4,200,https://s3-media0.fl.yelpcdn.com/bphoto/oAWQOicc58xpKvzYVNtymA/o.jpg,image/jpeg,0,61,
821,Jiuding Flavor Restaurant,https://s3-media0.fl.yelpcdn.com/bphoto/qqcQ05aWopPSE_jiY5pGfA/o.jpg,https://www.yelp.com/biz/jiuding-flavor-restaurant-milpitas?start=180,200,https://s3-media0.fl.yelpcdn.com/bphoto/qqcQ05aWopPSE_jiY5pGfA/o.jpg,image/jpeg,0,54,
826,Mina's Korean BBQ,https://s3-media0.fl.yelpcdn.com/bphoto/5JL-gXudobP2a7dJGRiHFA/258s.jpg,https://www.yelp.com/biz/minas-korean-bbq-san-jose,200,https://s3-media0.fl.yelpcdn.com/bphoto/5JL-gXudobP2a7dJGRiHFA/258s.jpg,image/jpeg,0,57,
827,Easterly Hunan Cuisine,https://s3-media0.fl.yelpcdn.com/bphoto/AmjIHfPyK9xFgx8sMfokeQ/348s.jpg,https://www.yelp.com/biz/easterly-santa-clara-4,200,https://s3-media0.fl.yelpcdn.com/bphoto/AmjIHfPyK9xFgx8sMfokeQ/348s.jpg,image/jpeg,0,84,
832,Hunan Mifen Chinese Rice Noodles,https://s3-media0.fl.yelpcdn.com/bphoto/voKFoGGBCfr77cOleF2oqA/348s.jpg,https://www.yelp.com/biz/hunan-mifen-lawrence-sunnyvale,200,https://s3-media0.fl.yelpcdn.com/bphoto/voKFoGGBCfr77cOleF2oqA/348s.jpg,image/jpeg,0,63,
833,Hi Nail Salon & Eyelash,https://s3-media0.fl.yelpcdn.com/bphoto/Yv2sUg_aXdSMLOh5fLg3Ow/o.jpg,https://www.yelp.com/biz/hi-nail-eyelash-sunnyvale,200,https://s3-media0.fl.yelpcdn.com/bphoto/Yv2sUg_aXdSMLOh5fLg3Ow/o.jpg,image/jpeg,0,73,
835,Bagel Street Cafe,https://s3-media0.fl.yelpcdn.com/bphoto/-sspFA7ppMi8wyYdPU7NXA/258s.jpg,https://www.yelp.com/biz/bagel-street-cafe-sunnyvale,200,https://s3-media0.fl.yelpcdn.com/bphoto/-sspFA7ppMi8wyYdPU7NXA/258s.jpg,image/jpeg,0,72,
836,Alpha Barbershop,https://s3-media0.fl.yelpcdn.com/bphoto/MVM81H8HSBo_Xyc2vfgALA/348s.jpg,https://www.yelp.com/biz/alpha-barber-shop-sunnyvale,200,https://s3-media0.fl.yelpcdn.com/bphoto/MVM81H8HSBo_Xyc2vfgALA/348s.jpg,image/jpeg,0,71,
840,Taqueria Patzcuaro,https://s3-media0.fl.yelpcdn.com/bphoto/poEzMnRiOrawhknGDr038A/l.jpg,https://www.yelp.com/biz/taqueria-patzcuaro-sunnyvale,200,https://s3-media0.fl.yelpcdn.com/bphoto/poEzMnRiOrawhknGDr038A/l.jpg,image/jpeg,0,67,
844,Sunny Beauty Salon & Nails,https://s3-media0.fl.yelpcdn.com/bphoto/Kx1TQjS3gAtm1pS1TRmpww/o.jpg,https://www.yelp.com/biz/sunny-beauty-salon-and-nails-sunnyvale,200,https://s3-media0.fl.yelpcdn.com/bphoto/Kx1TQjS3gAtm1pS1TRmpww/o.jpg,image/jpeg,0,61,
847,NAR,https://s3-media0.fl.yelpcdn.com/bphoto/eJepCO_mWL03RlhQG71Urw/348s.jpg,https://www.yelp.com/biz/nar-restaurant-mountain-view?start=30,200,https://s3-media0.fl.yelpcdn.com/bphoto/eJepCO_mWL03RlhQG71Urw/348s.jpg,image/jpeg,0,59,
852,Paris Tailor,https://s3-media0.fl.yelpcdn.com/bphoto/WDf0Rtdak2_ojLcDmapmkw/o.jpg,https://www.yelp.com/biz/paris-tailor-los-altos,200,https://s3-media0.fl.yelpcdn.com/bphoto/WDf0Rtdak2_ojLcDmapmkw/o.jpg,image/jpeg,0,68,
855,The Pho Cabin,https://s3-media0.fl.yelpcdn.com/bphoto/PdLwkpJIs3cJT59zhYPvTw/o.jpg,https://www.yelp.com/biz/the-pho-cabin-los-altos,200,https://s3-media0.fl.yelpcdn.com/bphoto/PdLwkpJIs3cJT59zhYPvTw/o.jpg,image/jpeg,0,67,
857,Mikado,https://s3-media0.fl.yelpcdn.com/bphoto/seqCWr897yhXvyrvyQ_7fQ/o.jpg,https://www.yelp.com/biz/mikado-los-altos,200,https://s3-media0.fl.yelpcdn.com/bphoto/seqCWr897yhXvyrvyQ_7fQ/o.jpg,image/jpeg,0,64,
862,Royal Beauty Salon,https://s3-media0.fl.yelpcdn.com/bphoto/ug-iHZplTYSgxCGuBQh1tA/o.jpg,https://www.yelp.com/biz/royal-beauty-salon-mountain-view?start=40,200,https://s3-media0.fl.yelpcdn.com/bphoto/ug-iHZplTYSgxCGuBQh1tA/o.jpg,image/jpeg,0,62,
863,Yardbird Equipment,https://s3-media0.fl.yelpcdn.com/bphoto/3DrTLJSfyCREwy02mNx8mA/o.jpg,https://www.yelp.com/biz/yardbird-equipment-sales-mountain-view-2,200,https://s3-media0.fl.yelpcdn.com/bphoto/3DrTLJSfyCREwy02mNx8mA/o.jpg,image/jpeg,0,67,
872,Center Tailoring & Alterations,https://s3-media0.fl.yelpcdn.com/bphoto/i30JWH05GDQ54AlLQdFJHw/o.jpg,https://www.yelp.com/biz/center-tailor-and-alterations-mountain-view-15,200,https://s3-media0.fl.yelpcdn.com/bphoto/i30JWH05GDQ54AlLQdFJHw/o.jpg,image/jpeg,0,66,
873,Hong Kong Bakery and Cafe,https://s3-media0.fl.yelpcdn.com/bphoto/wb1FJQKUkeprMP3udmVMqQ/348s.jpg,https://www.yelp.com/biz/hong-kong-bakery-and-cafe-mountain-view,200,https://s3-media0.fl.yelpcdn.com/bphoto/wb1FJQKUkeprMP3udmVMqQ/348s.jpg,image/jpeg,0,63,
874,Imagine Hair Salon,https://s3-media0.fl.yelpcdn.com/bphoto/b4TXpgtoK_qlVFaWuS6D5w/l.jpg,https://www.yelp.com/biz/imagine-hair-salon-mountain-view,200,https://s3-media0.fl.yelpcdn.com/bphoto/b4TXpgtoK_qlVFaWuS6D5w/l.jpg,image/jpeg,0,60,
882,Phở Vỉ Hoa,https://s3-media0.fl.yelpcdn.com/bphoto/mCIDjrvwVadqv3xdW5_YbA/348s.jpg,https://www.yelp.com/biz/pho-vi-hoa-los-altos?start=320,200,https://s3-media0.fl.yelpcdn.com/bphoto/mCIDjrvwVadqv3xdW5_YbA/348s.jpg,image/jpeg,0,66,
885,The Sea by Alexander's Steakhouse,https://s3-media0.fl.yelpcdn.com/bphoto/PM3o3w2VMTXoZy16wmSclw/348s.jpg,https://www.yelp.com/biz/the-sea-by-alexanders-steakhouse-palo-alto-3,200,https://s3-media0.fl.yelpcdn.com/bphoto/PM3o3w2VMTXoZy16wmSclw/348s.jpg,image/jpeg,0,62,
886,Palo Alto Advanced Dentists,https://s3-media0.fl.yelpcdn.com/bphoto/terwCsUSy2_OFgPkk_lvog/l.jpg,https://www.yelp.com/biz/palo-alto-advanced-dentists-palo-alto,200,https://s3-media0.fl.yelpcdn.com/bphoto/terwCsUSy2_OFgPkk_lvog/l.jpg,image/jpeg,0,61,
888,Hong Kong Restaurant,https://s3-media0.fl.yelpcdn.com/bphoto/cWhSqsYiSzzjENiPxrgb3g/258s.jpg,https://www.yelp.com/biz/hong-kong-restaurant-palo-alto,200,https://s3-media0.fl.yelpcdn.com/bphoto/cWhSqsYiSzzjENiPxrgb3g/258s.jpg,image/jpeg,0,71,
890,Wilmer Hale,https://s3-media0.fl.yelpcdn.com/bphoto/UQ0FT1ajm-Hrv-qkmDDOqg/o.jpg,https://www.yelp.com/biz/wilmerhale-palo-alto,200,https://s3-media0.fl.yelpcdn.com/bphoto/UQ0FT1ajm-Hrv-qkmDDOqg/o.jpg,image/jpeg,0,66,
891,Salon 454,https://s3-media0.fl.yelpcdn.com/bphoto/RK090_ItBqelLVhZZnh5CQ/o.jpg,https://www.yelp.com/biz/salon-454-palo-alto,200,https://s3-media0.fl.yelpcdn.com/bphoto/RK090_ItBqelLVhZZnh5CQ/o.jpg,image/jpeg,0,68,
894,Daigo,https://s3-media0.fl.yelpcdn.com/bphoto/4_jy8js5xdrcQKU6kqITgw/258s.jpg,https://www.yelp.com/biz/daigo-palo-alto,200,https://s3-media0.fl.yelpcdn.com/bphoto/4_jy8js5xdrcQKU6kqITgw/258s.jpg,image/jpeg,0,70,
897,Mi Taqueria,https://s3-media0.fl.yelpcdn.com/bphoto/aQxmd6AlXqOBFzVg1ZqA6Q/o.jpg,https://www.yelp.com/biz/mi-taqueria-menlo-park,200,https://s3-media0.fl.yelpcdn.com/bphoto/aQxmd6AlXqOBFzVg1ZqA6Q/o.jpg,image/jpeg,0,67,
909,J&J Hawaiian Barbeque,https://s3-media0.fl.yelpcdn.com/bphoto/gUCqAXwa4mFcfA1AZLWGaw/300s.jpg,https://www.yelp.com/biz/j-and-j-hawaiian-bbq-menlo-park?start=10,200,https://s3-media0.fl.yelpcdn.com/bphoto/gUCqAXwa4mFcfA1AZLWGaw/300s.jpg,image/jpeg,0,68,
912,King's Court Barber Salon,https://s3-media0.fl.yelpcdn.com/bphoto/FU2UZOpvWxX0MhbCYA7ALQ/o.jpg,https://www.yelp.com/biz/kings-court-barber-salon-redwood-city?override_cta=Request+an+appointment,200,https://s3-media0.fl.yelpcdn.com/bphoto/FU2UZOpvWxX0MhbCYA7ALQ/o.jpg,image/jpeg,0,57,
922,Diner Japonica,https://s3-media0.fl.yelpcdn.com/bphoto/3haU10lfiTz1a6KMWTD09g/258s.jpg,https://www.yelp.com/biz/diner-japonica-redwood-city,200,https://s3-media0.fl.yelpcdn.com/bphoto/3haU10lfiTz1a6KMWTD09g/258s.jpg,image/jpeg,0,69,
923,Villa Roma Cocktail Lounge,https://s3-media0.fl.yelpcdn.com/bphoto/6uwXaiEocwHiArDvkqyh6g/o.jpg,https://www.yelp.com/biz/the-villa-roma-cocktail-lounge-redwood-city,200,https://s3-media0.fl.yelpcdn.com/bphoto/6uwXaiEocwHiArDvkqyh6g/o.jpg,image/jpeg,0,67,
927,Rocio Alvizar,https://s3-media0.fl.yelpcdn.com/bphoto/6pdfZuu-9eOTI3Wv0x74Tw/o.jpg,https://www.yelp.com/biz/alvizar-rocio-dds-redwood-city,200,https://s3-media0.fl.yelpcdn.com/bphoto/6pdfZuu-9eOTI3Wv0x74Tw/o.jpg,image/jpeg,0,55,
929,Amparo's Shoe Repair,https://s3-media0.fl.yelpcdn.com/bphoto/zzNE8KDmmCYA4pDP1BrLJA/o.jpg,https://www.yelp.com/biz/amparos-shoe-repair-menlo-park,200,https://s3-media0.fl.yelpcdn.com/bphoto/zzNE8KDmmCYA4pDP1BrLJA/o.jpg,image/jpeg,0,54,
931,Hometown Noodles,https://s3-media0.fl.yelpcdn.com/bphoto/QzZwsblK57WA2uiKLPtMbg/348s.jpg,https://www.yelp.com/biz/hometown-noodle-redwood-city,200,https://s3-media0.fl.yelpcdn.com/bphoto/QzZwsblK57WA2uiKLPtMbg/348s.jpg,image/jpeg,0,58,
937,Glamerous Looks Salon,https://s3-media0.fl.yelpcdn.com/bphoto/L0CbutcadqN1rxXL7jTEUA/o.jpg,https://www.yelp.com/biz/glamorous-looks-salon-san-mateo,200,https://s3-media0.fl.yelpcdn.com/bphoto/L0CbutcadqN1rxXL7jTEUA/o.jpg,image/jpeg,0,66,
947,Estraella Smog Check,https://s3-media0.fl.yelpcdn.com/bphoto/1WuO_Cun4jeNjykY3_t-Fw/o.jpg,https://www.yelp.com/biz/estrella-smog-check-redwood-city,200,https://s3-media0.fl.yelpcdn.com/bphoto/1WuO_Cun4jeNjykY3_t-Fw/o.jpg,image/jpeg,0,58,
959,US Chinese Food,https://s3-media0.fl.yelpcdn.com/bphoto/OBEurUB2bkN7YMXlorOuRg/348s.jpg,https://www.yelp.com/biz/us-chinese-food-redwood-city-2,200,https://s3-media0.fl.yelpcdn.com/bphoto/OBEurUB2bkN7YMXlorOuRg/348s.jpg,image/jpeg,0,67,
962,El Camino Auto Body,https://s3-media0.fl.yelpcdn.com/bphoto/_HcQV-VaDhjsHaYM8mhuMA/o.jpg,https://www.yelp.com/biz/el-camino-collision-redwood-city,200,https://s3-media0.fl.yelpcdn.com/bphoto/_HcQV-VaDhjsHaYM8mhuMA/o.jpg,image/jpeg,0,60,
964,HK Smog,https://s3-media0.fl.yelpcdn.com/bphoto/iZrcseeoU0NJGAKfLob-KQ/o.jpg,https://www.yelp.com/biz/h-k-smog-redwood-city-2,200,https://s3-media0.fl.yelpcdn.com/bphoto/iZrcseeoU0NJGAKfLob-KQ/o.jpg,image/jpeg,0,64,
971,Family Wash and Fold,https://s3-media0.fl.yelpcdn.com/bphoto/RmEzQabhsAK13HBGGCytjg/348s.jpg,https://www.yelp.com/biz/family-wash-redwood-city,200,https://s3-media0.fl.yelpcdn.com/bphoto/RmEzQabhsAK13HBGGCytjg/348s.jpg,image/jpeg,0,56,
978,Wash & Dry Coin Laundry,https://s3-media0.fl.yelpcdn.com/bphoto/3hrgABWeiKcwBu3Oqfnhow/o.jpg,https://www.yelp.com/biz/roosevelt-wash-n-dry-redwood-city,200,https://s3-media0.fl.yelpcdn.com/bphoto/3hrgABWeiKcwBu3Oqfnhow/o.jpg,image/jpeg,0,65,
980,Nails Trix Salon,https://s3-media0.fl.yelpcdn.com/bphoto/X64y7o-VJqyfN69FY4YOwA/o.jpg,https://www.yelp.com/biz/nails-trix-redwood-city?start=10,200,https://s3-media0.fl.yelpcdn.com/bphoto/X64y7o-VJqyfN69FY4YOwA/o.jpg,image/jpeg,0,65,
981,Lynn Auto Machine,https://s3-media0.fl.yelpcdn.com/bphoto/eNQzY27re8Ld8Gs-s1qejg/l.jpg,https://www.yelp.com/biz/lynn-auto-machine-redwood-city,200,https://s3-media0.fl.yelpcdn.com/bphoto/eNQzY27re8Ld8Gs-s1qejg/l.jpg,image/jpeg,0,63,
984,Happy Donuts,https://s3-media0.fl.yelpcdn.com/bphoto/P1G77kx1-HZp4vVAlDuRmQ/l.jpg,https://www.yelp.com/biz/happy-donuts-redwood-city,200,https://s3-media0.fl.yelpcdn.com/bphoto/P1G77kx1-HZp4vVAlDuRmQ/l.jpg,image/jpeg,0,63,
989,Kemuri Japanese Barú,https://s3-media0.fl.yelpcdn.com/bphoto/stvp7LWs0aeeNJt200Qp_A/o.jpg,https://www.yelp.com/biz/kemuri-japanese-barú-redwood-city-3,200,https://s3-media0.fl.yelpcdn.com/bphoto/stvp7LWs0aeeNJt200Qp_A/o.jpg,image/jpeg,0,67,
993,Fabulous Hair & Nails,https://s3-media0.fl.yelpcdn.com/bphoto/YcPz6cAp348JfbwznzS9pA/o.jpg,https://www.yelp.com/biz/fabulous-hair-and-nail-redwood-city,200,https://s3-media0.fl.yelpcdn.com/bphoto/YcPz6cAp348JfbwznzS9pA/o.jpg,image/jpeg,0,62,
994,Estampas Peruanas,https://s3-media0.fl.yelpcdn.com/bphoto/twJZnFdf6PlYFFEQc-CXHw/258s.jpg,https://www.yelp.com/biz/estampas-peruanas-restaurant-redwood-city,200,https://s3-media0.fl.yelpcdn.com/bphoto/twJZnFdf6PlYFFEQc-CXHw/258s.jpg,image/jpeg,0,70,
996,Elegant Hair & Nail Salon,https://s3-media0.fl.yelpcdn.com/bphoto/IAMWk9VJ3ePQwFUX1wSqpw/l.jpg,https://www.yelp.com/biz/elegant-nails-san-carlos,200,https://s3-media0.fl.yelpcdn.com/bphoto/IAMWk9VJ3ePQwFUX1wSqpw/l.jpg,image/jpeg,0,65,
998,Downtown Local,https://s3-media0.fl.yelpcdn.com/bphoto/cgeozZKsCF6_kQzulxB9CA/258s.jpg,https://www.yelp.com/biz/downtown-local-pescadero-2,200,https://s3-media0.fl.yelpcdn.com/bphoto/cgeozZKsCF6_kQzulxB9CA/258s.jpg,image/jpeg,0,62,
