Route stop,Business,Profile link,HTTP status,Final URL,Content type,Reachable/host responded,Fetched bytes,Fetch milliseconds,Error
811,Donut Basket,https://www.yelp.com/biz/donut-basket-milpitas-2,403,https://www.yelp.com/biz/donut-basket-milpitas-2,text/html;charset=utf-8,YES,0,66,
812,Sen Dai Sushi,https://www.yelp.com/biz/sen-dai-sushi-milpitas,403,https://www.yelp.com/biz/sen-dai-sushi-milpitas,text/html;charset=utf-8,YES,0,69,
813,Taste Good Beijing Duck,https://www.yelp.com/biz/taste-good-beijing-milpitas,403,https://www.yelp.com/biz/taste-good-beijing-milpitas,text/html;charset=utf-8,YES,0,71,
814,Bleu de Beaute,https://www.facebook.com/bleudebeautesalon/,200,https://www.facebook.com/bleudebeautesalon/,"text/html; charset=""utf-8""",YES,0,455,
815,Sonam House Of Indian Fashion,https://www.facebook.com/sonamfashions/,200,https://www.facebook.com/sonamfashions/,"text/html; charset=""utf-8""",YES,0,579,
816,Serra Barber Shop,https://www.yelp.com/biz/serra-barber-shop-milpitas,403,https://www.yelp.com/biz/serra-barber-shop-milpitas,text/html;charset=utf-8,YES,0,57,
819,Angel Nails Spa,https://www.yelp.com/biz/angel-nails-spa-milpitas-4,403,https://www.yelp.com/biz/angel-nails-spa-milpitas-4,text/html;charset=utf-8,YES,0,68,
821,Jiuding Flavor Restaurant,https://www.yelp.com/biz/jiuding-flavor-restaurant-milpitas?start=180,403,https://www.yelp.com/biz/jiuding-flavor-restaurant-milpitas?start=180,text/html;charset=utf-8,YES,0,58,
822,Apt.Li Xiang Restaurant,https://www.facebook.com/AptLiXiangLA/,200,https://www.facebook.com/AptLiXiangLA/,"text/html; charset=""utf-8""",YES,0,495,
826,Mina's Korean BBQ,https://www.yelp.com/biz/minas-korean-bbq-san-jose,403,https://www.yelp.com/biz/minas-korean-bbq-san-jose,text/html;charset=utf-8,YES,0,81,
827,Easterly Hunan Cuisine,https://www.yelp.com/biz/easterly-santa-clara-4,403,https://www.yelp.com/biz/easterly-santa-clara-4,text/html;charset=utf-8,YES,0,77,
828,New Camau,https://www.facebook.com/NewCamauRestaurant/,200,https://www.facebook.com/NewCamauRestaurant/,"text/html; charset=""utf-8""",YES,0,463,
830,Amazing Cuts,https://www.fresha.com/a/amazing-cuts-sunnyvale-613-tasman-drive-dj0eykln,200,https://www.fresha.com/a/amazing-cuts-sunnyvale-613-tasman-drive-dj0eykln,text/html; charset=utf-8,YES,0,442,
831,Lakewood Dental Care,https://www.yelp.com/biz/lakewood-dental-care-sunnyvale,403,https://www.yelp.com/biz/lakewood-dental-care-sunnyvale,text/html;charset=utf-8,YES,0,94,
832,Hunan Mifen Chinese Rice Noodles,https://www.yelp.com/biz/hunan-mifen-lawrence-sunnyvale,403,https://www.yelp.com/biz/hunan-mifen-lawrence-sunnyvale,text/html;charset=utf-8,YES,0,86,
833,Hi Nail Salon & Eyelash,https://www.yelp.com/biz/hi-nail-eyelash-sunnyvale,403,https://www.yelp.com/biz/hi-nail-eyelash-sunnyvale,text/html;charset=utf-8,YES,0,86,
834,HR Beauty Salon,https://www.yelp.com/biz/hr-beauty-salon-sunnyvale-2,403,https://www.yelp.com/biz/hr-beauty-salon-sunnyvale-2,text/html;charset=utf-8,YES,0,77,
835,Bagel Street Cafe,https://www.yelp.com/biz/bagel-street-cafe-sunnyvale,403,https://www.yelp.com/biz/bagel-street-cafe-sunnyvale,text/html;charset=utf-8,YES,0,67,
836,Alpha Barbershop,https://www.yelp.com/biz/alpha-barber-shop-sunnyvale,403,https://www.yelp.com/biz/alpha-barber-shop-sunnyvale,text/html;charset=utf-8,YES,0,70,
837,Hendy Auto Services,https://www.yelp.com/biz/hendy-auto-repair-sunnyvale,403,https://www.yelp.com/biz/hendy-auto-repair-sunnyvale,text/html;charset=utf-8,YES,0,68,
838,TJ Automotive,https://www.yelp.com/biz/tj-automotive-sunnyvale,403,https://www.yelp.com/biz/tj-automotive-sunnyvale,text/html;charset=utf-8,YES,0,63,
840,Taqueria Patzcuaro,https://www.yelp.com/biz/taqueria-patzcuaro-sunnyvale,403,https://www.yelp.com/biz/taqueria-patzcuaro-sunnyvale,text/html;charset=utf-8,YES,0,71,
844,Sunny Beauty Salon & Nails,https://www.yelp.com/biz/sunny-beauty-salon-and-nails-sunnyvale,403,https://www.yelp.com/biz/sunny-beauty-salon-and-nails-sunnyvale,text/html;charset=utf-8,YES,0,67,
845,"Liem Tran, DDS",https://www.yelp.com/biz/liem-tran-dds-mountain-view,403,https://www.yelp.com/biz/liem-tran-dds-mountain-view,text/html;charset=utf-8,YES,0,62,
846,ICON Wintow Tint,https://www.yelp.com/biz/icon-window-tint-mountain-view-2,403,https://www.yelp.com/biz/icon-window-tint-mountain-view-2,text/html;charset=utf-8,YES,0,64,
847,NAR,https://www.yelp.com/biz/nar-restaurant-mountain-view?start=30,403,https://www.yelp.com/biz/nar-restaurant-mountain-view?start=30,text/html;charset=utf-8,YES,0,66,
850,"Curtis Miyahara, DMD",https://www.yelp.com/biz/miyahara-curtis-k-dmd-los-altos,403,https://www.yelp.com/biz/miyahara-curtis-k-dmd-los-altos,text/html;charset=utf-8,YES,0,72,
851,La Venus,https://www.yelp.com/biz/la-venus-los-altos,403,https://www.yelp.com/biz/la-venus-los-altos,text/html;charset=utf-8,YES,0,76,
852,Paris Tailor,https://www.yelp.com/biz/paris-tailor-los-altos,403,https://www.yelp.com/biz/paris-tailor-los-altos,text/html;charset=utf-8,YES,0,74,
855,The Pho Cabin,https://www.yelp.com/biz/the-pho-cabin-los-altos,403,https://www.yelp.com/biz/the-pho-cabin-los-altos,text/html;charset=utf-8,YES,0,68,
857,Mikado,https://www.yelp.com/biz/mikado-los-altos,403,https://www.yelp.com/biz/mikado-los-altos,text/html;charset=utf-8,YES,0,66,
861,Nail Touch Beauty Salon,https://www.yelp.com/biz/nail-touch-mountain-view-2,403,https://www.yelp.com/biz/nail-touch-mountain-view-2,text/html;charset=utf-8,YES,0,64,
862,Royal Beauty Salon,https://www.yelp.com/biz/royal-beauty-salon-mountain-view?start=40,403,https://www.yelp.com/biz/royal-beauty-salon-mountain-view?start=40,text/html;charset=utf-8,YES,0,72,
863,Yardbird Equipment,https://www.yelp.com/biz/yardbird-equipment-sales-mountain-view-2,403,https://www.yelp.com/biz/yardbird-equipment-sales-mountain-view-2,text/html;charset=utf-8,YES,0,68,
864,Mercedes Benz Repair,https://www.yelp.com/biz/mercedes-benz-repair-mountain-view,403,https://www.yelp.com/biz/mercedes-benz-repair-mountain-view,text/html;charset=utf-8,YES,0,62,
865,Beauty Salon Haircut,https://www.yelp.com/biz/haircuts-mountain-view,403,https://www.yelp.com/biz/haircuts-mountain-view,text/html;charset=utf-8,YES,0,68,
868,Bailey Beauty Salon,https://www.yelp.com/biz/bailey-salon-mountain-view-3,403,https://www.yelp.com/biz/bailey-salon-mountain-view-3,text/html;charset=utf-8,YES,0,67,
869,Dr. Yvette Tan Antonio Family Dentistry,https://www.yelp.com/biz/antonio-yvette-tan-dds-mountain-view,403,https://www.yelp.com/biz/antonio-yvette-tan-dds-mountain-view,text/html;charset=utf-8,YES,0,64,
872,Center Tailoring & Alterations,https://www.yelp.com/biz/center-tailor-and-alterations-mountain-view-15,403,https://www.yelp.com/biz/center-tailor-and-alterations-mountain-view-15,text/html;charset=utf-8,YES,0,67,
873,Hong Kong Bakery and Cafe,https://www.yelp.com/biz/hong-kong-bakery-and-cafe-mountain-view,403,https://www.yelp.com/biz/hong-kong-bakery-and-cafe-mountain-view,text/html;charset=utf-8,YES,0,73,
874,Imagine Hair Salon,https://www.yelp.com/biz/imagine-hair-salon-mountain-view,403,https://www.yelp.com/biz/imagine-hair-salon-mountain-view,text/html;charset=utf-8,YES,0,75,
877,Taqueria Los Charros,https://www.instagram.com/loscharros_taqueria_/,200,https://www.instagram.com/loscharros_taqueria_/,"text/html; charset=""utf-8""",YES,0,277,
880,Esther's German Restaurant,https://www.yelp.com/biz/esthers-kitchen-and-beer-garden-los-altos-2,403,https://www.yelp.com/biz/esthers-kitchen-and-beer-garden-los-altos-2,text/html;charset=utf-8,YES,0,62,
881,A Good Morning,https://www.yelp.com/biz/a-good-morning-cafe-los-altos-2,403,https://www.yelp.com/biz/a-good-morning-cafe-los-altos-2,text/html;charset=utf-8,YES,0,63,
882,Phở Vỉ Hoa,https://www.yelp.com/biz/pho-vi-hoa-los-altos?start=320,403,https://www.yelp.com/biz/pho-vi-hoa-los-altos?start=320,text/html;charset=utf-8,YES,0,71,
884,Amici,https://www.yelp.com/biz/amicis-east-coast-pizzeria-mountain-view-3?show_platform_modal=True,403,https://www.yelp.com/biz/amicis-east-coast-pizzeria-mountain-view-3?show_platform_modal=True,text/html;charset=utf-8,YES,0,70,
885,The Sea by Alexander's Steakhouse,https://www.yelp.com/biz/the-sea-by-alexanders-steakhouse-palo-alto-3,403,https://www.yelp.com/biz/the-sea-by-alexanders-steakhouse-palo-alto-3,text/html;charset=utf-8,YES,0,71,
886,Palo Alto Advanced Dentists,https://www.yelp.com/biz/palo-alto-advanced-dentists-palo-alto,403,https://www.yelp.com/biz/palo-alto-advanced-dentists-palo-alto,text/html;charset=utf-8,YES,0,72,
887,Sushi Tomo,https://www.yelp.com/biz/sushi-tomo-palo-alto?start=160,403,https://www.yelp.com/biz/sushi-tomo-palo-alto?start=160,text/html;charset=utf-8,YES,0,66,
888,Hong Kong Restaurant,https://www.yelp.com/biz/hong-kong-restaurant-palo-alto,403,https://www.yelp.com/biz/hong-kong-restaurant-palo-alto,text/html;charset=utf-8,YES,0,63,
889,Smog 4 Less,https://www.yelp.com/biz/smog-check-of-palo-alto-palo-alto,403,https://www.yelp.com/biz/smog-check-of-palo-alto-palo-alto,text/html;charset=utf-8,YES,0,66,
890,Wilmer Hale,https://www.yelp.com/biz/wilmerhale-palo-alto,403,https://www.yelp.com/biz/wilmerhale-palo-alto,text/html;charset=utf-8,YES,0,64,
891,Salon 454,https://www.yelp.com/biz/salon-454-palo-alto,403,https://www.yelp.com/biz/salon-454-palo-alto,text/html;charset=utf-8,YES,0,66,
893,Palo Alto Sol,https://www.yelp.com/biz/palo-alto-sol-palo-alto,403,https://www.yelp.com/biz/palo-alto-sol-palo-alto,text/html;charset=utf-8,YES,0,65,
894,Daigo,https://www.yelp.com/biz/daigo-palo-alto,403,https://www.yelp.com/biz/daigo-palo-alto,text/html;charset=utf-8,YES,0,75,
895,Hair Studio,https://booksy.com/en-us/658722_barrs-hair-studio-palo-alto_barber-shop_103401_palo-alto,200,https://booksy.com/en-us/658722_barrs-hair-studio-palo-alto_barber-shop_103401_palo-alto,text/html; charset=utf-8,YES,0,1117,
897,Mi Taqueria,https://www.yelp.com/biz/mi-taqueria-menlo-park,403,https://www.yelp.com/biz/mi-taqueria-menlo-park,text/html;charset=utf-8,YES,0,66,
898,Markstyle,https://www.yelp.com/biz/markstyle-barbershop-menlo-park,403,https://www.yelp.com/biz/markstyle-barbershop-menlo-park,text/html;charset=utf-8,YES,0,77,
900,New Generation Nails,https://www.yelp.com/biz/new-generation-nails-menlo-park,403,https://www.yelp.com/biz/new-generation-nails-menlo-park,text/html;charset=utf-8,YES,0,64,
901,Ochoas Beauty Salon,https://www.yelp.com/biz/ochoas-beauty-salon-menlo-park,403,https://www.yelp.com/biz/ochoas-beauty-salon-menlo-park,text/html;charset=utf-8,YES,0,70,
902,Menlo Park Smog,https://www.yelp.com/biz/menlo-smog-menlo-park,403,https://www.yelp.com/biz/menlo-smog-menlo-park,text/html;charset=utf-8,YES,0,68,
903,Simply Be Beautiful,https://www.instagram.com/simplybebeautifulca/,200,https://www.instagram.com/simplybebeautifulca/,"text/html; charset=""utf-8""",YES,0,326,
909,J&J Hawaiian Barbeque,https://www.yelp.com/biz/j-and-j-hawaiian-bbq-menlo-park?start=10,403,https://www.yelp.com/biz/j-and-j-hawaiian-bbq-menlo-park?start=10,text/html;charset=utf-8,YES,0,65,
910,MsKouture,https://www.instagram.com/mskouture/,200,https://www.instagram.com/mskouture/,"text/html; charset=""utf-8""",YES,0,292,
912,King's Court Barber Salon,https://www.yelp.com/biz/kings-court-barber-salon-redwood-city?override_cta=Request+an+appointment,403,https://www.yelp.com/biz/kings-court-barber-salon-redwood-city?override_cta=Request+an+appointment,text/html;charset=utf-8,YES,0,67,
915,Precious Nails,https://www.yelp.com/biz/precious-nails-redwood-city,403,https://www.yelp.com/biz/precious-nails-redwood-city,text/html;charset=utf-8,YES,0,63,
917,Clean Wash,https://www.yelp.com/biz/redwood-city-car-wash-redwood-city-2,403,https://www.yelp.com/biz/redwood-city-car-wash-redwood-city-2,text/html;charset=utf-8,YES,0,66,
920,Karlita's Taco Place,https://www.yelp.com/biz/karlitas-taco-place-redwood-city,403,https://www.yelp.com/biz/karlitas-taco-place-redwood-city,text/html;charset=utf-8,YES,0,65,
922,Diner Japonica,https://www.yelp.com/biz/diner-japonica-redwood-city,403,https://www.yelp.com/biz/diner-japonica-redwood-city,text/html;charset=utf-8,YES,0,65,
923,Villa Roma Cocktail Lounge,https://www.yelp.com/biz/the-villa-roma-cocktail-lounge-redwood-city,403,https://www.yelp.com/biz/the-villa-roma-cocktail-lounge-redwood-city,text/html;charset=utf-8,YES,0,59,
924,Turfside Grille,https://www.facebook.com/turfsidegrill/about/,200,https://www.facebook.com/turfsidegrill/about/,"text/html; charset=""utf-8""",YES,0,530,
926,Tere's Boutique,https://www.yelp.com/biz/teres-boutique-menlo-park,403,https://www.yelp.com/biz/teres-boutique-menlo-park,text/html;charset=utf-8,YES,0,59,
927,Rocio Alvizar,https://www.yelp.com/biz/alvizar-rocio-dds-redwood-city,403,https://www.yelp.com/biz/alvizar-rocio-dds-redwood-city,text/html;charset=utf-8,YES,0,69,
929,Amparo's Shoe Repair,https://www.yelp.com/biz/amparos-shoe-repair-menlo-park,403,https://www.yelp.com/biz/amparos-shoe-repair-menlo-park,text/html;charset=utf-8,YES,0,74,
931,Hometown Noodles,https://www.yelp.com/biz/hometown-noodle-redwood-city,403,https://www.yelp.com/biz/hometown-noodle-redwood-city,text/html;charset=utf-8,YES,0,70,
934,Villa Latina,https://www.yelp.com/biz/villa-latina-redwood-city,403,https://www.yelp.com/biz/villa-latina-redwood-city,text/html;charset=utf-8,YES,0,59,
936,Hair and Nails by Nancy,https://www.yelp.com/biz/hair-and-nails-by-nancy-redwood-city,403,https://www.yelp.com/biz/hair-and-nails-by-nancy-redwood-city,text/html;charset=utf-8,YES,0,62,
937,Glamerous Looks Salon,https://www.yelp.com/biz/glamorous-looks-salon-san-mateo,403,https://www.yelp.com/biz/glamorous-looks-salon-san-mateo,text/html;charset=utf-8,YES,0,77,
939,Samantha's Salon,https://www.yelp.com/biz/samanthas-beauty-salon-redwood-city,403,https://www.yelp.com/biz/samanthas-beauty-salon-redwood-city,text/html;charset=utf-8,YES,0,81,
940,San Luis Auto Glass,https://www.yelp.com/biz/san-luis-auto-glass-redwood-city,403,https://www.yelp.com/biz/san-luis-auto-glass-redwood-city,text/html;charset=utf-8,YES,0,71,
941,L&M Transmissions,https://www.yelp.com/biz/l-and-m-transmissions-redwood-city,403,https://www.yelp.com/biz/l-and-m-transmissions-redwood-city,text/html;charset=utf-8,YES,0,70,
942,Joe's Auto Repair,https://www.yelp.com/biz/joe-s-auto-repair-el-cajon-2,403,https://www.yelp.com/biz/joe-s-auto-repair-el-cajon-2,text/html;charset=utf-8,YES,0,64,
944,Liebe's Auto Body,https://www.yelp.com/biz/liebes-autobody-redwood-city?start=60,403,https://www.yelp.com/biz/liebes-autobody-redwood-city?start=60,text/html;charset=utf-8,YES,0,69,
946,Redwood City Transmission,https://www.yelp.com/biz/redwood-city-transmissions-redwood-city,403,https://www.yelp.com/biz/redwood-city-transmissions-redwood-city,text/html;charset=utf-8,YES,0,73,
947,Estraella Smog Check,https://www.yelp.com/biz/estrella-smog-check-redwood-city,403,https://www.yelp.com/biz/estrella-smog-check-redwood-city,text/html;charset=utf-8,YES,0,61,
949,Osuna Auto Repair,https://www.instagram.com/osunaautoelectric/,200,https://www.instagram.com/osunaautoelectric/,"text/html; charset=""utf-8""",YES,0,360,
951,H&H Automotive,https://www.yelp.com/biz/h-and-h-automotive-redwood-city,403,https://www.yelp.com/biz/h-and-h-automotive-redwood-city,text/html;charset=utf-8,YES,0,114,
955,KY's Auto Repair,https://www.yelp.com/biz/kys-auto-repair-redwood-city,403,https://www.yelp.com/biz/kys-auto-repair-redwood-city,text/html;charset=utf-8,YES,0,59,
957,Capelli Beauty,https://www.facebook.com/capelli2567/services,200,https://www.facebook.com/capelli2567/services,"text/html; charset=""utf-8""",YES,0,304,
958,Nor Cal Collision,https://www.yelp.com/biz/street-fx-collision-redwood-city,403,https://www.yelp.com/biz/street-fx-collision-redwood-city,text/html;charset=utf-8,YES,0,106,
959,US Chinese Food,https://www.yelp.com/biz/us-chinese-food-redwood-city-2,403,https://www.yelp.com/biz/us-chinese-food-redwood-city-2,text/html;charset=utf-8,YES,0,115,
962,El Camino Auto Body,https://www.yelp.com/biz/el-camino-collision-redwood-city,403,https://www.yelp.com/biz/el-camino-collision-redwood-city,text/html;charset=utf-8,YES,0,117,
964,HK Smog,https://www.yelp.com/biz/h-k-smog-redwood-city-2,403,https://www.yelp.com/biz/h-k-smog-redwood-city-2,text/html;charset=utf-8,YES,0,115,
965,Castillo's Auto Electric,https://www.yelp.com/biz/castillos-auto-electric-redwood-city,403,https://www.yelp.com/biz/castillos-auto-electric-redwood-city,text/html;charset=utf-8,YES,0,105,
966,Stuttgart Motors,https://www.yelp.com/biz/stuttgart-motors-redwood-city,403,https://www.yelp.com/biz/stuttgart-motors-redwood-city,text/html;charset=utf-8,YES,0,103,
967,Ray's Auto Repair,https://www.facebook.com/raysautorwc/,200,https://www.facebook.com/raysautorwc/,"text/html; charset=""utf-8""",YES,0,314,
968,Chu's Florist & Birds,https://www.facebook.com/Chus-Florist-Birds-276560169032457/?rf=186200224873873,200,https://www.facebook.com/people/Chus-Florist-Birds/100063464803248/?rf=186200224873873,"text/html; charset=""utf-8""",YES,0,583,
971,Family Wash and Fold,https://www.yelp.com/biz/family-wash-redwood-city,403,https://www.yelp.com/biz/family-wash-redwood-city,text/html;charset=utf-8,YES,0,106,
974,El Zarape,https://www.yelp.com/biz/el-zarape-bar-and-grill-redwood-city,403,https://www.yelp.com/biz/el-zarape-bar-and-grill-redwood-city,text/html;charset=utf-8,YES,0,110,
975,Languren's Beauty Salon,https://www.facebook.com/LangurensandLizettsalon/,200,https://www.facebook.com/LangurensandLizettsalon/,"text/html; charset=""utf-8""",YES,0,584,
977,Faby's Jewelers,https://www.yelp.com/biz/fabys-jewelers-redwood-city,403,https://www.yelp.com/biz/fabys-jewelers-redwood-city,text/html;charset=utf-8,YES,0,65,
978,Wash & Dry Coin Laundry,https://www.yelp.com/biz/roosevelt-wash-n-dry-redwood-city,403,https://www.yelp.com/biz/roosevelt-wash-n-dry-redwood-city,text/html;charset=utf-8,YES,0,61,
980,Nails Trix Salon,https://www.yelp.com/biz/nails-trix-redwood-city?start=10,403,https://www.yelp.com/biz/nails-trix-redwood-city?start=10,text/html;charset=utf-8,YES,0,68,
981,Lynn Auto Machine,https://www.yelp.com/biz/lynn-auto-machine-redwood-city,403,https://www.yelp.com/biz/lynn-auto-machine-redwood-city,text/html;charset=utf-8,YES,0,71,
982,Muffler Express,https://www.facebook.com/mufflerexpressRedwoodCity/,200,https://www.facebook.com/mufflerexpressRedwoodCity/,"text/html; charset=""utf-8""",YES,0,469,
984,Happy Donuts,https://www.yelp.com/biz/happy-donuts-redwood-city,403,https://www.yelp.com/biz/happy-donuts-redwood-city,text/html;charset=utf-8,YES,0,70,
986,Memole & Company,https://www.yelp.com/biz/robert-a-memole-cpa-redwood-city,403,https://www.yelp.com/biz/robert-a-memole-cpa-redwood-city,text/html;charset=utf-8,YES,0,73,
989,Kemuri Japanese Barú,https://www.yelp.com/biz/kemuri-japanese-barú-redwood-city-3,403,https://www.yelp.com/biz/kemuri-japanese-barú-redwood-city-3,text/html;charset=utf-8,YES,0,64,
991,Naranjo's Taqueria,https://www.yelp.com/biz/naranjos-taqueria-redwood-city,403,https://www.yelp.com/biz/naranjos-taqueria-redwood-city,text/html;charset=utf-8,YES,0,62,
992,Shiny Nails,https://www.yelp.com/biz/shiny-nails-redwood-city-3?start=210,403,https://www.yelp.com/biz/shiny-nails-redwood-city-3?start=210,text/html;charset=utf-8,YES,0,65,
993,Fabulous Hair & Nails,https://www.yelp.com/biz/fabulous-hair-and-nail-redwood-city,403,https://www.yelp.com/biz/fabulous-hair-and-nail-redwood-city,text/html;charset=utf-8,YES,0,67,
994,Estampas Peruanas,https://www.yelp.com/biz/estampas-peruanas-restaurant-redwood-city,403,https://www.yelp.com/biz/estampas-peruanas-restaurant-redwood-city,text/html;charset=utf-8,YES,0,63,
995,Hair Pro,https://www.fresha.com/lvp/hair-pro-whipple-avenue-redwood-city-loyA3q,200,https://www.fresha.com/lvp/hair-pro-whipple-avenue-redwood-city-loyA3q,text/html; charset=utf-8,YES,0,303,
996,Elegant Hair & Nail Salon,https://www.yelp.com/biz/elegant-nails-san-carlos,403,https://www.yelp.com/biz/elegant-nails-san-carlos,text/html;charset=utf-8,YES,0,66,
997,Plantation Coffee Roastery,https://www.yelp.com/biz/plantation-coffee-roastery-san-carlos,403,https://www.yelp.com/biz/plantation-coffee-roastery-san-carlos,text/html;charset=utf-8,YES,0,68,
998,Downtown Local,https://www.yelp.com/biz/downtown-local-pescadero-2,403,https://www.yelp.com/biz/downtown-local-pescadero-2,text/html;charset=utf-8,YES,0,63,
