Route stop,Business,Profile link,HTTP status,Final URL,Content type,Reachable/host responded,Fetched bytes,Fetch milliseconds,Error
588,El Radiator Doctor,https://www.yelp.com/biz/el-radiator-doctor-san-jose,403,https://www.yelp.com/biz/el-radiator-doctor-san-jose,text/html;charset=utf-8,YES,0,60,
589,Bel Bacio,https://www.facebook.com/BelBacioItalianCafe/,200,https://www.facebook.com/BelBacioItalianCafe/,"text/html; charset=""utf-8""",YES,0,467,
590,Dac Phuc,https://www.yelp.com/biz/dac-phuc-restaurant-san-jose,403,https://www.yelp.com/biz/dac-phuc-restaurant-san-jose,text/html;charset=utf-8,YES,0,70,
591,Angel’s Cleaners & Alteration,https://www.yelp.com/biz/quick-cleaners-and-alterations-san-jose-3,403,https://www.yelp.com/biz/quick-cleaners-and-alterations-san-jose-3,text/html;charset=utf-8,YES,0,67,
593,True Beauty Salon Spa,https://www.yelp.com/biz/true-beauty-salon-spa-san-jose-3,403,https://www.yelp.com/biz/true-beauty-salon-spa-san-jose-3,text/html;charset=utf-8,YES,0,56,
594,Taylor Automotive Service,https://www.yelp.com/biz/taylor-automotive-service-san-jose,403,https://www.yelp.com/biz/taylor-automotive-service-san-jose,text/html;charset=utf-8,YES,0,67,
595,A&M Paint & Body,https://www.yelp.com/biz/a-and-m-paint-and-body-shop-san-jose,403,https://www.yelp.com/biz/a-and-m-paint-and-body-shop-san-jose,text/html;charset=utf-8,YES,0,70,
596,Raul’s Mufflers,https://www.facebook.com/raulsmufflers/,200,https://www.facebook.com/raulsmufflers/,"text/html; charset=""utf-8""",YES,0,426,
597,"Doctor Martha E. Barragan, D.D.S.",https://www.yelp.com/biz/martha-e-barragan-dds-san-jose?start=20,403,https://www.yelp.com/biz/martha-e-barragan-dds-san-jose?start=20,text/html;charset=utf-8,YES,0,71,
598,LTM Smog & Repair,https://www.yelp.com/biz/san-jose-star-smog-check-only-san-jose,403,https://www.yelp.com/biz/san-jose-star-smog-check-only-san-jose,text/html;charset=utf-8,YES,0,69,
599,Mikee’s Auto Repair,https://www.yelp.com/biz/mikees-auto-repair-san-jose,403,https://www.yelp.com/biz/mikees-auto-repair-san-jose,text/html;charset=utf-8,YES,0,68,
600,Tony’s Pool Hall,https://www.facebook.com/Tonys-Pool-Hall-118784044803305/,200,https://www.facebook.com/pages/Tony's%20Pool%20Hall/118784044803305/,"text/html; charset=""utf-8""",YES,0,384,
603,Maria Asela Caces-Tiamson Inc.,https://www.yelp.com/biz/maria-asela-caces-tiamson-dds-inc-san-jose-2,403,https://www.yelp.com/biz/maria-asela-caces-tiamson-dds-inc-san-jose-2,text/html;charset=utf-8,YES,0,78,
604,Tire Merchants,https://www.yelp.com/biz/tire-merchants-san-jose?start=40,403,https://www.yelp.com/biz/tire-merchants-san-jose?start=40,text/html;charset=utf-8,YES,0,82,
606,Chez Sovan,https://www.yelp.com/biz/chez-sovan-san-jose,403,https://www.yelp.com/biz/chez-sovan-san-jose,text/html;charset=utf-8,YES,0,71,
607,101 Auto Body & Paint,https://www.yelp.com/biz/101-auto-body-and-paint-san-jose,403,https://www.yelp.com/biz/101-auto-body-and-paint-san-jose,text/html;charset=utf-8,YES,0,69,
608,Peter Auto Body & Paint,https://www.yelp.com/biz/peter-auto-body-san-jose,403,https://www.yelp.com/biz/peter-auto-body-san-jose,text/html;charset=utf-8,YES,0,65,
609,Prolago Hand Car Wash,https://www.facebook.com/prolagocarwash/,200,https://www.facebook.com/prolagocarwash/,"text/html; charset=""utf-8""",YES,0,428,
610,Menara Moroccan,https://www.yelp.com/biz/menara-moroccan-restaurant-san-jose?start=40,403,https://www.yelp.com/biz/menara-moroccan-restaurant-san-jose?start=40,text/html;charset=utf-8,YES,0,68,
613,Personalized Vans & Trucks,https://www.facebook.com/personalizedvans/,200,https://www.facebook.com/personalizedvans/,"text/html; charset=""utf-8""",YES,0,505,
614,Sushi Pro,https://www.yelp.com/biz/sushi-pro-san-jose,403,https://www.yelp.com/biz/sushi-pro-san-jose,text/html;charset=utf-8,YES,0,68,
615,Tiger Tea & Juice,https://www.yelp.com/biz/tiger-tea-and-juice-san-jose-san-jose?start=50,403,https://www.yelp.com/biz/tiger-tea-and-juice-san-jose-san-jose?start=50,text/html;charset=utf-8,YES,0,64,
616,Precious Smile Dental Center,https://www.yelp.com/biz/precious-smile-dental-san-jose,403,https://www.yelp.com/biz/precious-smile-dental-san-jose,text/html;charset=utf-8,YES,0,68,
617,Kim Tar B.B.Q.,https://www.yelp.com/biz/kim-tar-b-b-q-san-jose,403,https://www.yelp.com/biz/kim-tar-b-b-q-san-jose,text/html;charset=utf-8,YES,0,69,
618,Ma’s Restaurant,https://www.yelp.com/biz/mas-restaurant-san-jose,403,https://www.yelp.com/biz/mas-restaurant-san-jose,text/html;charset=utf-8,YES,0,73,
619,Phở Ý #1,https://www.yelp.com/biz/pho-y-1-san-jose-2?start=140,403,https://www.yelp.com/biz/pho-y-1-san-jose-2?start=140,text/html;charset=utf-8,YES,0,66,
620,Wilson Motorsports AutoRepair Inc.,https://www.yelp.com/biz/wilson-motorsports-san-jose-2?override_cta=Request+quote+&+availability,403,https://www.yelp.com/biz/wilson-motorsports-san-jose-2?override_cta=Request+quote+&+availability,text/html;charset=utf-8,YES,0,71,
621,QQ Noodle,https://www.yelp.com/biz/qq-noodle-milpitas?start=30,403,https://www.yelp.com/biz/qq-noodle-milpitas?start=30,text/html;charset=utf-8,YES,0,85,
623,Balentine Beauty Salon,https://www.yelp.com/biz/balentine-beauty-salon-newark,403,https://www.yelp.com/biz/balentine-beauty-salon-newark,text/html;charset=utf-8,YES,0,84,
625,Tacos Uruapan,https://www.facebook.com/TacosUruapan.Hayward/,200,https://www.facebook.com/TacosUruapan.Hayward/,"text/html; charset=""utf-8""",YES,0,459,
626,Family Dentistry - Dr. Tran & Associates,https://www.yelp.com/biz/cybelle-tran-dds-union-city,403,https://www.yelp.com/biz/cybelle-tran-dds-union-city,text/html;charset=utf-8,YES,0,68,
627,Pinky's Nails and Spa,https://www.yelp.com/biz/pinkys-nails-and-spa-union-city-2?override_cta=Request+an+appointment,403,https://www.yelp.com/biz/pinkys-nails-and-spa-union-city-2?override_cta=Request+an+appointment,text/html;charset=utf-8,YES,0,67,
629,Imagine Hair Beauty Salon,https://www.yelp.com/biz/imagine-beauty-salon-union-city-2,403,https://www.yelp.com/biz/imagine-beauty-salon-union-city-2,text/html;charset=utf-8,YES,0,76,
631,"Family Dental Care - Romeo S. Bautista, D.M.D.",https://www.facebook.com/wecarefamilydental242/,200,https://www.facebook.com/wecarefamilydental242/,"text/html; charset=""utf-8""",YES,0,281,
632,Desi Cuts and Color Plus,https://www.facebook.com/Desi-cuts-and-color-plus-162206923834857/?rf=111626328920907,200,https://www.facebook.com/people/Desi-cuts-and-color-plus/100063781220214/?rf=111626328920907,"text/html; charset=""utf-8""",YES,0,505,
634,Kim's Hair Salon,https://www.instagram.com/kims_beautysalon/,200,https://www.instagram.com/kims_beautysalon/,"text/html; charset=""utf-8""",YES,0,279,
635,Bar Bay Grill,https://www.yelp.com/biz/bar-bay-grill-union-city,403,https://www.yelp.com/biz/bar-bay-grill-union-city,text/html;charset=utf-8,YES,0,76,
636,Parilya,https://www.yelp.com/biz/parilya-union-city?start=40,403,https://www.yelp.com/biz/parilya-union-city?start=40,text/html;charset=utf-8,YES,0,78,
637,Mary’s Barbershop,https://www.fresha.com/lvp/marys-barbershop-main-street-sunol-VE6ZNL,200,https://www.fresha.com/lvp/marys-barbershop-main-street-sunol-VE6ZNL,text/html; charset=utf-8,YES,0,347,
639,Jim's Country Style Restaurant,https://www.yelp.com/biz/jims-country-style-restaurant-pleasanton-3,403,https://www.yelp.com/biz/jims-country-style-restaurant-pleasanton-3,text/html;charset=utf-8,YES,0,63,
642,Main St. Hair Extensions Bar,https://www.yelp.com/biz/main-st-hair-wigs-and-extensions-pleasanton?override_cta=Request+an+appointment,403,https://www.yelp.com/biz/main-st-hair-wigs-and-extensions-pleasanton?override_cta=Request+an+appointment,text/html;charset=utf-8,YES,0,66,
645,Sculptations Boutique,https://www.facebook.com/joeyraeboutique/,200,https://www.facebook.com/joeyraeboutique/,"text/html; charset=""utf-8""",YES,0,281,
648,The Jelly Donut,https://www.yelp.com/biz/the-jelly-donut-pleasanton,403,https://www.yelp.com/biz/the-jelly-donut-pleasanton,text/html;charset=utf-8,YES,0,68,
654,Tofu House,https://www.yelp.com/biz/young-dong-tofu-house-dublin?start=20,403,https://www.yelp.com/biz/young-dong-tofu-house-dublin?start=20,text/html;charset=utf-8,YES,0,70,
657,Mad for Sushi,https://www.yelp.com/biz/mad-for-sushi-dublin,403,https://www.yelp.com/biz/mad-for-sushi-dublin,text/html;charset=utf-8,YES,0,69,
658,Beauty Hair and Nails,https://www.yelp.com/biz/beauty-hair-and-nails-dublin,403,https://www.yelp.com/biz/beauty-hair-and-nails-dublin,text/html;charset=utf-8,YES,0,66,
660,Tri-Valley Mufflers,https://www.facebook.com/Tri-Valley-Mufflers-175048302544907/,200,https://www.facebook.com/people/Tri-Valley-Mufflers/100066713389473/,"text/html; charset=""utf-8""",YES,0,586,
661,Athens Burgers,https://www.yelp.com/biz/athens-burgers-restaurant-dublin,403,https://www.yelp.com/biz/athens-burgers-restaurant-dublin,text/html;charset=utf-8,YES,0,59,
662,Corwood Car Wash,https://www.yelp.com/biz/corwoods-carwash-dublin,403,https://www.yelp.com/biz/corwoods-carwash-dublin,text/html;charset=utf-8,YES,0,63,
663,Famous Hair & Nails,https://www.yelp.com/biz/famous-hair-and-nails-dublin-2,403,https://www.yelp.com/biz/famous-hair-and-nails-dublin-2,text/html;charset=utf-8,YES,0,58,
664,Falafel Village,https://www.facebook.com/FalafelVillageDublin/,200,https://www.facebook.com/FalafelVillageDublin/,"text/html; charset=""utf-8""",YES,0,623,
665,Country Faire Dental Group,https://www.facebook.com/CountryFairDentalGroup/reviews/,200,https://www.facebook.com/CountryFairDentalGroup/reviews/,"text/html; charset=""utf-8""",YES,0,289,
667,Notorious Buns,https://www.instagram.com/thenotoriousbuns/,200,https://www.instagram.com/thenotoriousbuns/,"text/html; charset=""utf-8""",YES,0,406,
668,W Salon,https://www.yelp.com/biz/w-salon-san-ramon,403,https://www.yelp.com/biz/w-salon-san-ramon,text/html;charset=utf-8,YES,0,67,
669,Angel Staging Partners,https://www.yelp.com/biz/angel-staging-partners-san-ramon,403,https://www.yelp.com/biz/angel-staging-partners-san-ramon,text/html;charset=utf-8,YES,0,71,
670,Hunan Yuan,https://www.yelp.com/biz/hunan-yuan-oakland-2?start=80,403,https://www.yelp.com/biz/hunan-yuan-oakland-2?start=80,text/html;charset=utf-8,YES,0,65,
673,Taqueria el Cruzero,https://www.yelp.com/biz/taqueria-el-cruzero-oakland,403,https://www.yelp.com/biz/taqueria-el-cruzero-oakland,text/html;charset=utf-8,YES,0,71,
674,Dumpling Hours,https://www.instagram.com/dumpling_hours/,200,https://www.instagram.com/dumpling_hours/,"text/html; charset=""utf-8""",YES,0,281,
675,Young's Automotive,https://www.yelp.com/biz/youngs-automotive-oakland,403,https://www.yelp.com/biz/youngs-automotive-oakland,text/html;charset=utf-8,YES,0,65,
676,Better Cuts Salon,https://www.yelp.com/biz/bettercuts-oakland,403,https://www.yelp.com/biz/bettercuts-oakland,text/html;charset=utf-8,YES,0,66,
677,Siamese Dream,https://www.yelp.com/biz/siamese-dream-berkeley,403,https://www.yelp.com/biz/siamese-dream-berkeley,text/html;charset=utf-8,YES,0,68,
678,Organic Greens,https://www.yelp.com/biz/organic-greens-elmwood-berkeley-3,403,https://www.yelp.com/biz/organic-greens-elmwood-berkeley-3,text/html;charset=utf-8,YES,0,76,
679,Frank's Tailoring,https://www.yelp.com/biz/franks-tailoring-berkeley,403,https://www.yelp.com/biz/franks-tailoring-berkeley,text/html;charset=utf-8,YES,0,79,
682,Quince Cafe & Grill,https://yelp.com/biz/quince-cafe-and-grill-berkeley?start=300,403,https://www.yelp.com/biz/quince-cafe-and-grill-berkeley?start=300,text/html;charset=utf-8,YES,0,187,
683,Eat @ Thai,https://www.yelp.com/biz/eat-at-thai-berkeley,403,https://www.yelp.com/biz/eat-at-thai-berkeley,text/html;charset=utf-8,YES,0,68,
684,Himalayan Flavors,https://www.yelp.com/biz/himalayan-flavors-berkeley?start=120,403,https://www.yelp.com/biz/himalayan-flavors-berkeley?start=120,text/html;charset=utf-8,YES,0,59,
686,Kala salon,https://www.yelp.com/biz/kala-salon-berkeley-2,403,https://www.yelp.com/biz/kala-salon-berkeley-2,text/html;charset=utf-8,YES,0,,
688,Paul's Shoe Repair,https://www.yelp.com/biz/pauls-shoe-repair-service-berkeley,403,https://www.yelp.com/biz/pauls-shoe-repair-service-berkeley,text/html;charset=utf-8,YES,0,70,
689,眷湘 Easterly,https://www.yelp.com/biz/easterly-berkeley-berkeley,403,https://www.yelp.com/biz/easterly-berkeley-berkeley,text/html;charset=utf-8,YES,0,77,
690,Royal Ground Coffee,https://www.yelp.com/biz/royal-ground-coffee-house-berkeley,403,https://www.yelp.com/biz/royal-ground-coffee-house-berkeley,text/html;charset=utf-8,YES,0,76,
692,European Tailor,https://www.yelp.com/biz/advanced-european-tailoring-berkeley,403,https://www.yelp.com/biz/advanced-european-tailoring-berkeley,text/html;charset=utf-8,YES,0,70,
693,Ashby Nails,https://www.yelp.com/biz/ashby-nails-berkeley,403,https://www.yelp.com/biz/ashby-nails-berkeley,text/html;charset=utf-8,YES,0,68,
695,Temescal Wash & Dry,https://www.yelp.com/biz/temescal-wash-and-dry-oakland-3,403,https://www.yelp.com/biz/temescal-wash-and-dry-oakland-3,text/html;charset=utf-8,YES,0,67,
700,Mac Khai,https://www.instagram.com/macquangkhai/,200,https://www.instagram.com/macquangkhai/,"text/html; charset=""utf-8""",YES,0,279,
701,Gum Kuo,https://www.yelp.com/biz/gum-kuo-restaurant-oakland,403,https://www.yelp.com/biz/gum-kuo-restaurant-oakland,text/html;charset=utf-8,YES,0,64,
702,Yao Auto Repair,https://www.yelp.com/biz/yao-auto-repair-oakland,403,https://www.yelp.com/biz/yao-auto-repair-oakland,text/html;charset=utf-8,YES,0,70,
706,Elegant Nails in Alameda,https://www.fresha.com/lvp/elegant-nails-in-alameda-encinal-avenue-alameda-ovk4qG,200,https://www.fresha.com/lvp/elegant-nails-in-alameda-encinal-avenue-alameda-ovk4qG,text/html; charset=utf-8,YES,0,459,
707,Carol L Chan Lamps,https://www.yelp.com/biz/carole-l-chan-alameda,403,https://www.yelp.com/biz/carole-l-chan-alameda,text/html;charset=utf-8,YES,0,64,
708,Hi Tech Nails,https://www.yelp.com/biz/hi-tech-nails-alameda,403,https://www.yelp.com/biz/hi-tech-nails-alameda,text/html;charset=utf-8,YES,0,73,
709,Ohgane Alameda x Vons Chicken,https://www.yelp.com/biz/ohgane-kbbq-x-vons-chicken-alameda,403,https://www.yelp.com/biz/ohgane-kbbq-x-vons-chicken-alameda,text/html;charset=utf-8,YES,0,56,
711,Best Alteration,https://www.yelp.com/biz/best-alteration-alameda,403,https://www.yelp.com/biz/best-alteration-alameda,text/html;charset=utf-8,YES,0,68,
713,BB Bowl,https://www.yelp.com/biz/bb-bowl-alameda,403,https://www.yelp.com/biz/bb-bowl-alameda,text/html;charset=utf-8,YES,0,68,
714,Peña's Bakery II,https://www.facebook.com/people/Peñas-Bakery-II/100057538514361/,200,https://www.facebook.com/people/Pe%C3%B1as-Bakery-II/100057538514361/,"text/html; charset=""utf-8""",YES,0,514,
716,Hogar Latino,https://www.yelp.com/biz/hogar-latino-restaurante-oakland,403,https://www.yelp.com/biz/hogar-latino-restaurante-oakland,text/html;charset=utf-8,YES,0,62,
717,Elvia's Bridal & Tuxedo,https://www.yelp.com/biz/elvias-bridal-and-tuxedo-oakland,403,https://www.yelp.com/biz/elvias-bridal-and-tuxedo-oakland,text/html;charset=utf-8,YES,0,66,
718,Pasteleria La Favorita,https://www.yelp.com/biz/panaderia-la-favorita-oakland,403,https://www.yelp.com/biz/panaderia-la-favorita-oakland,text/html;charset=utf-8,YES,0,67,
720,Fruitvale Collision Center,https://www.yelp.com/biz/fruitvale-collision-center-oakland,403,https://www.yelp.com/biz/fruitvale-collision-center-oakland,text/html;charset=utf-8,YES,0,111,
721,Peña's Bakery,https://www.facebook.com/pages/category/Bakery/Peñas-Bakery-264934483518714/,200,https://www.facebook.com/people/Pe%C3%B1as-Bakery/100063612520263/,"text/html; charset=""utf-8""",YES,0,580,
723,El Torito Auto Body,https://www.yelp.com/biz/el-torito-and-yuyu-body-repair-oakland,403,https://www.yelp.com/biz/el-torito-and-yuyu-body-repair-oakland,text/html;charset=utf-8,YES,0,109,
726,CocoBreeze,https://www.yelp.com/biz/cocobreeze-caribbean-restaurant-and-bakery-oakland-4,403,https://www.yelp.com/biz/cocobreeze-caribbean-restaurant-and-bakery-oakland-4,text/html;charset=utf-8,YES,0,104,
727,Old Weang Ping Village,https://www.yelp.com/biz/old-weang-ping-village-oakland?start=10,403,https://www.yelp.com/biz/old-weang-ping-village-oakland?start=10,text/html;charset=utf-8,YES,0,89,
728,Ming's Donuts,https://www.yelp.com/biz/mings-donuts-san-leandro,403,https://www.yelp.com/biz/mings-donuts-san-leandro,text/html;charset=utf-8,YES,0,90,
729,Tiptop Hair & Nails,https://www.yelp.com/biz/tiptop-nails-and-hairs-san-leandro-2?override_cta=Request+an+appointment,403,https://www.yelp.com/biz/tiptop-nails-and-hairs-san-leandro-2?override_cta=Request+an+appointment,text/html;charset=utf-8,YES,0,89,
730,Just Kids Pediatric Dentistry & Orthodontics - San Leandro,https://www.yelp.com/biz/just-kids-pediatric-dentistry-and-orthodontics-san-leandro-san-leandro,403,https://www.yelp.com/biz/just-kids-pediatric-dentistry-and-orthodontics-san-leandro-san-leandro,text/html;charset=utf-8,YES,0,96,
731,Beauty Source,https://www.yelp.com/biz/beauty-source-san-leandro,403,https://www.yelp.com/biz/beauty-source-san-leandro,text/html;charset=utf-8,YES,0,102,
735,Stylist Hair Salon,https://www.yelp.com/biz/stylist-hair-salon-san-leandro-3,403,https://www.yelp.com/biz/stylist-hair-salon-san-leandro-3,text/html;charset=utf-8,YES,0,106,
736,Z Nail Spa,https://www.yelp.com/biz/z-nail-and-spa-san-leandro?start=20,403,https://www.yelp.com/biz/z-nail-and-spa-san-leandro?start=20,text/html;charset=utf-8,YES,0,109,
737,Emil Villa's Hickory Pit,https://www.facebook.com/emilvillasanleandro/,200,https://www.facebook.com/emilvillasanleandro/,"text/html; charset=""utf-8""",YES,0,475,
738,Beijing Bowl,https://www.yelp.com/biz/beijing-bowl-san-leandro,403,https://www.yelp.com/biz/beijing-bowl-san-leandro,text/html;charset=utf-8,YES,0,87,
739,Dumpling Kitchen Express,https://www.yelp.com/biz/dumpling-kitchen-express-castro-valley?start=40,403,https://www.yelp.com/biz/dumpling-kitchen-express-castro-valley?start=40,text/html;charset=utf-8,YES,0,85,
743,Bamboo Steamer,https://www.yelp.com/biz/bamboo-steamer-hayward?override_cta=Request+information,403,https://www.yelp.com/biz/bamboo-steamer-hayward?override_cta=Request+information,text/html;charset=utf-8,YES,0,83,
744,pho ty II,https://www.yelp.com/biz/pho-ty-ii-hayward,403,https://www.yelp.com/biz/pho-ty-ii-hayward,text/html;charset=utf-8,YES,0,82,
745,Blue Ginger Indian Restaurant,https://www.facebook.com/BlueGingerIndianRestaurant/about/,200,https://www.facebook.com/BlueGingerIndianRestaurant/about/,"text/html; charset=""utf-8""",YES,0,343,
746,Gerry's Grill and Bar,https://www.yelp.com/biz/gerrys-grill-and-bar-union-city?start=770,403,https://www.yelp.com/biz/gerrys-grill-and-bar-union-city?start=770,text/html;charset=utf-8,YES,0,74,
747,Ocean Bar,https://www.yelp.com/biz/ocean-oyster-bar-and-grill-union-city-5,403,https://www.yelp.com/biz/ocean-oyster-bar-and-grill-union-city-5,text/html;charset=utf-8,YES,0,72,
749,Macs By Icky,https://www.yelp.com/biz/macs-by-icky-union-city-3,403,https://www.yelp.com/biz/macs-by-icky-union-city-3,text/html;charset=utf-8,YES,0,68,
750,Zeny's Hair Salon,https://www.yelp.com/biz/zenys-hair-salon-union-city,403,https://www.yelp.com/biz/zenys-hair-salon-union-city,text/html;charset=utf-8,YES,0,65,
752,Raja Sweets & Indian Cuisine,https://www.yelp.com/biz/raja-sweets-and-indian-cuisine-union-city,403,https://www.yelp.com/biz/raja-sweets-and-indian-cuisine-union-city,text/html;charset=utf-8,YES,0,74,
753,Phở Pasteur,https://www.yelp.com/biz/pho-pasteur-restaurant-union-city,403,https://www.yelp.com/biz/pho-pasteur-restaurant-union-city,text/html;charset=utf-8,YES,0,73,
754,Dragon House,https://www.yelp.com/biz/dragon-house-union-city-2,403,https://www.yelp.com/biz/dragon-house-union-city-2,text/html;charset=utf-8,YES,0,70,
756,New York Pizza & Kabob,https://www.yelp.com/biz/new-york-pizza-and-kabob-union-city,403,https://www.yelp.com/biz/new-york-pizza-and-kabob-union-city,text/html;charset=utf-8,YES,0,70,
757,Cấm Hương Sandwiches,https://www.yelp.com/biz/huong-sandwiches-union-city-2,403,https://www.yelp.com/biz/huong-sandwiches-union-city-2,text/html;charset=utf-8,YES,0,68,
759,Delicious Donuts,https://www.yelp.com/biz/delicious-donuts-and-bagels-newark,403,https://www.yelp.com/biz/delicious-donuts-and-bagels-newark,text/html;charset=utf-8,YES,0,68,
760,Los Gallos Taqueria,https://www.yelp.com/biz/los-gallos-taqueria-newark-2,403,https://www.yelp.com/biz/los-gallos-taqueria-newark-2,text/html;charset=utf-8,YES,0,67,
761,Chopsticks Pho & Grill,https://www.yelp.com/biz/chopsticks-pho-and-grill-newark-5,403,https://www.yelp.com/biz/chopsticks-pho-and-grill-newark-5,text/html;charset=utf-8,YES,0,75,
764,Dino's,https://www.yelp.com/biz/dinos-family-restaurant-fremont?start=20,403,https://www.yelp.com/biz/dinos-family-restaurant-fremont?start=20,text/html;charset=utf-8,YES,0,71,
765,Stela's Hair Salon,https://www.yelp.com/biz/stelas-hair-salon-fremont,403,https://www.yelp.com/biz/stelas-hair-salon-fremont,text/html;charset=utf-8,YES,0,69,
768,Doan's Hair & Spa,https://www.yelp.com/biz/doans-hair-and-spa-fremont-2,403,https://www.yelp.com/biz/doans-hair-and-spa-fremont-2,text/html;charset=utf-8,YES,0,64,
770,Top Hair Cut & Salon,https://www.yelp.com/biz/top-hair-cut-fremont?start=20,403,https://www.yelp.com/biz/top-hair-cut-fremont?start=20,text/html;charset=utf-8,YES,0,58,
774,Young Beauty Salon,https://www.yelp.com/biz/youngs-beauty-salon-fremont,403,https://www.yelp.com/biz/youngs-beauty-salon-fremont,text/html;charset=utf-8,YES,0,70,
776,CT Nails & Spa,https://www.yelp.com/biz/ct-nails-and-spa-fremont-3,403,https://www.yelp.com/biz/ct-nails-and-spa-fremont-3,text/html;charset=utf-8,YES,0,64,
779,Star Salon,https://www.yelp.com/biz/star-salon-fremont,403,https://www.yelp.com/biz/star-salon-fremont,text/html;charset=utf-8,YES,0,70,
780,"Richard My Ta, D.D.S., Inc.",https://www.yelp.com/biz/richard-ta-dds-fremont,403,https://www.yelp.com/biz/richard-ta-dds-fremont,text/html;charset=utf-8,YES,0,69,
782,Sean's Barber Shop,https://www.yelp.com/biz/seans-barber-shop-fremont,403,https://www.yelp.com/biz/seans-barber-shop-fremont,text/html;charset=utf-8,YES,0,68,
783,Little Taipei Café,https://www.yelp.com/biz/little-taipei-cafe-fremont,403,https://www.yelp.com/biz/little-taipei-cafe-fremont,text/html;charset=utf-8,YES,0,57,
785,OP Beautiful Nails Spa,https://www.fresha.com/lvp/op-beautiful-nails-spa-dixon-road-milpitas-BowaAa,200,https://www.fresha.com/lvp/op-beautiful-nails-spa-dixon-road-milpitas-BowaAa,text/html; charset=utf-8,YES,0,343,
786,Beauty Touch,https://www.yelp.com/biz/beauty-touch-milpitas?start=10,403,https://www.yelp.com/biz/beauty-touch-milpitas?start=10,text/html;charset=utf-8,YES,0,112,
787,Shing's Hair Studio,https://www.yelp.com/biz/shings-hair-studio-milpitas,403,https://www.yelp.com/biz/shings-hair-studio-milpitas,text/html;charset=utf-8,YES,0,59,
788,Gao's Kabob & Crab,https://www.yelp.com/biz/gaos-kabob-and-crab-milpitas-2,403,https://www.yelp.com/biz/gaos-kabob-and-crab-milpitas-2,text/html;charset=utf-8,YES,0,98,
789,Chick & Tea,https://www.yelp.com/biz/chick-and-tea-taiwanese-soul-food-milpitas,403,https://www.yelp.com/biz/chick-and-tea-taiwanese-soul-food-milpitas,text/html;charset=utf-8,YES,0,94,
790,Bliss Beauty & Spa,https://www.yelp.com/biz/bliss-beauty-and-spa-milpitas-2,403,https://www.yelp.com/biz/bliss-beauty-and-spa-milpitas-2,text/html;charset=utf-8,YES,0,108,
791,Allianace Dental Center,https://www.yelp.com/biz/alliance-dental-center-milpitas,403,https://www.yelp.com/biz/alliance-dental-center-milpitas,text/html;charset=utf-8,YES,0,98,
792,Loved And Lashed,https://www.fresha.com/a/loved-and-lashed-milpitas-1468-north-milpitas-boulevard-o482na3t,200,https://www.fresha.com/a/loved-and-lashed-milpitas-1468-north-milpitas-boulevard-o482na3t,text/html; charset=utf-8,YES,0,538,
794,MM Barbershop,https://www.fresha.com/lvp/mm-barbershop-jacklin-road-milpitas-loD0be,200,https://www.fresha.com/lvp/mm-barbershop-jacklin-road-milpitas-loD0be,text/html; charset=utf-8,YES,0,445,
795,The Pizza Box,https://www.yelp.com/biz/the-pizza-box-milpitas,403,https://www.yelp.com/biz/the-pizza-box-milpitas,text/html;charset=utf-8,YES,0,107,
796,Chez Christina,https://www.facebook.com/chezchristinabistro/,200,https://www.facebook.com/chezchristinabistro/,"text/html; charset=""utf-8""",YES,0,462,
797,Victoria Hair & Nails,https://www.yelp.com/biz/victoria-salon-milpitas-2,403,https://www.yelp.com/biz/victoria-salon-milpitas-2,text/html;charset=utf-8,YES,0,106,
799,Christy's Donuts,https://www.yelp.com/biz/christys-donuts-milpitas,403,https://www.yelp.com/biz/christys-donuts-milpitas,text/html;charset=utf-8,YES,0,103,
800,Be My Nails,https://www.facebook.com/bemynailssalon/,200,https://www.facebook.com/bemynailssalon/,"text/html; charset=""utf-8""",YES,0,490,
801,BBH Noodle,https://www.yelp.com/biz/bbh-noodle-milpitas,403,https://www.yelp.com/biz/bbh-noodle-milpitas,text/html;charset=utf-8,YES,0,82,
802,Calaveras Family Dentistry,https://www.yelp.com/biz/calaveras-family-dentistry-and-modern-orthodontics-milpitas-2?start=10,403,https://www.yelp.com/biz/calaveras-family-dentistry-and-modern-orthodontics-milpitas-2?start=10,text/html;charset=utf-8,YES,0,75,
803,Tina's Hair Design,https://www.yelp.com/biz/tinas-hair-design-i-milpitas,403,https://www.yelp.com/biz/tinas-hair-design-i-milpitas,text/html;charset=utf-8,YES,0,74,
804,Park Victoria Dental,https://www.yelp.com/biz/park-victoria-dental-milpitas,403,https://www.yelp.com/biz/park-victoria-dental-milpitas,text/html;charset=utf-8,YES,0,73,
806,Modern Image,https://www.yelp.com/biz/modern-image-milpitas,403,https://www.yelp.com/biz/modern-image-milpitas,text/html;charset=utf-8,YES,0,66,
807,Radiant Dental,https://www.yelp.com/biz/thai-nguyen-dds-radiant-dental-milpitas,403,https://www.yelp.com/biz/thai-nguyen-dds-radiant-dental-milpitas,text/html;charset=utf-8,YES,0,67,
808,Luu New Tung Kee Noodle,https://www.yelp.com/biz/luu-new-tung-kee-noodle-milpitas-3,403,https://www.yelp.com/biz/luu-new-tung-kee-noodle-milpitas-3,text/html;charset=utf-8,YES,0,62,
810,Taiwan Cafe,https://www.yelp.com/biz/taiwan-cafe-milpitas-2,403,https://www.yelp.com/biz/taiwan-cafe-milpitas-2,text/html;charset=utf-8,YES,0,65,
